    1     2     3     4     5     6     7     8     9    10    11    12    13    14    15    16    17    18    19    20    21    22    23    24    25    26    27    28    29    30    31    32    33    34    35    36    37    38    39    40    41    42    43    44    45    46    47    48    49    50    51    52    53    54    55    56    57    58    59    60    61    62    63    64    65    66    67    68    69    70    71    72    73    74    75    76    77    78    79    80    81    82    83    84    85    86    87    88    89    90    91    92    93    94    95    96    97    98    99   100 
   49 1.00000000 0.00000000 2.08453717 0.00000000 1.15406742 0.00000000 0.00000000 0.00000000 1.14113933 0.00000000 0.69896999 1.55616950 0.34602876 0.00000000 0.63125496 2.07477665 0.29351855 0.11069776 0.23565455 0.40296193 0.00000000 0.00000000 0.47381595 0.52624337 2.22776202 1.35301748 0.00000000 1.88112615 0.52967830 0.00000000 1.96410189 1.78920386 0.05802497 1.47460619 1.21192660 0.00000000 0.00540601 1.46056400 2.57345744 0.09809140 2.23091039 2.29630683 1.41121573 2.38175634 0.00000000 0.00000000 0.76476325 0.00000000 2.10994221 0.44290881 1.51865089 0.00000000 1.67744047 1.97687419 2.19413487 0.12423260 2.55938609 0.60508893 1.18069313 1.97648399 0.66627246 1.22806190 0.04993650 0.00000000 0.41024931 0.82110061 2.05143291 0.00000000 1.67262610 0.00000000 0.00000000 1.39856751 0.00000000 2.30453208 1.13136152 0.85379706 0.57452379 1.48137740 1.56618357 1.39788631 0.00000000 1.47561728 0.15584884 0.01606496 0.74097170 1.60373039 0.00000000 1.45353448 0.37869698 2.59137403 1.24406042 2.31727523 2.01680322 2.28228259 2.41515199 0.81588850 0.00000000 0.70525808 1.55465003 0.00000000
   50 1.00000000 0.00000000 0.36767274 0.00000000 2.52195440 0.35936548 0.00000000 0.00000000 2.61228287 0.00000000 0.28925847 0.57912810 2.38408946 0.18589190 0.36931276 0.06544974 2.06890177 1.79985048 0.30861722 1.06245480 1.56474078 1.85770864 0.00000000 0.00000000 1.72624937 0.86468076 0.40375835 0.00000000 0.00000000 1.05165291 2.51540503 0.00000000 1.25523780 0.00000000 0.82562720 0.00000000 2.52461872 0.39912432 1.76899644 1.00952385 0.20869183 1.82098339 0.00000000 0.29900709 0.05141281 0.00000000 0.00000000 0.00000000 0.14428789 1.14610424 1.31320911 0.00000000 1.61780479 0.00000000 0.76446826 2.54355359 0.00000000 2.29946129 0.78651499 0.00000000 0.08457825 2.21477758 2.12385101 1.41019775 0.88130478 2.34661577 0.00000000 1.50779017 1.29836430 0.00000000 0.00000000 2.47969144 1.86148950 0.00000000 1.12013048 0.00000000 0.77135489 0.44018256 1.90307699 2.06063384 0.00000000 1.90135227 2.39191476 2.23572085 0.03338418 0.00000000 0.00000000 0.75195216 0.00000000 2.08577468 1.84523479 2.04838360 0.16197725 1.19343100 0.00000000 0.00000000 2.27446120 1.50787063 1.07267523 0.47267965
   51 1.00000000 0.43691222 0.00000000 0.70085917 0.45136731 0.00000000 1.31134091 2.07213412 0.00000000 0.63620834 0.00000000 0.00000000 0.00000000 0.75624157 2.27914659 0.84710912 0.00000000 1.78774741 1.72512924 0.93033924 0.00000000 0.36336369 0.00000000 1.95586179 0.86559379 0.08262761 0.00000000 0.83793313 0.10553512 0.00000000 1.65511217 1.20838780 2.11886260 0.00000000 0.00000000 0.00000000 0.00000000 2.44289914 0.00000000 2.57312453 0.50913047 1.72809564 1.83183725 1.92950653 1.77590768 1.50362750 0.00000000 2.16450344 0.00000000 2.12057924 0.11052904 1.93807376 1.32222664 1.73741300 0.86301708 0.00000000 2.10716316 0.00000000 0.59491715 2.36721036 0.00000000 0.93393487 0.98566326 1.33259008 0.00000000 1.99470697 1.64512189 0.00255857 1.33759189 2.24873211 1.72008637 0.43664124 0.26825744 1.19818249 0.00000000 2.42755249 1.24708058 1.19768732 1.48681985 0.00000000 0.00000000 1.48397839 0.84061803 0.91913381 1.10351564 0.04777846 0.00000000 0.90332318 0.00000000 1.04609348 1.09041551 0.79017362 0.00000000 0.70707126 1.81261192 0.00000000 0.56955121 2.04238606 1.84247027 2.02949043
   52 1.00000000 2.11999371 0.72493038 2.30386033 0.00000000 0.10301361 1.23679751 1.03050527 0.44578583 0.51300001 1.23970823 0.89092263 0.60554300 0.57113210 0.00000000 2.33530590 1.03814113 2.16261963 0.69989829 0.00000000 0.00000000 2.53254946 2.50080597 0.00000000 0.00000000 2.25375723 0.93694091 1.48942514 0.34112750 1.31305282 1.64831950 2.03334183 0.79881444 0.00000000 1.75639367 0.00000000 0.00000000 2.27000403 0.00000000 1.63640724 0.50013271 1.74986809 1.81495125 0.00000000 0.87150271 0.00000000 0.57320996 1.20129562 0.00000000 0.40048331 0.43335009 2.49853701 0.41491078 0.00000000 1.86899173 0.00000000 1.51522111 2.17537248 0.92348875 1.06422523 0.78973184 2.48637414 0.00000000 2.03276629 0.43111975 1.78551286 0.83994010 0.58090841 0.00000000 0.67018784 1.32076900 0.00000000 2.39338599 2.11492500 0.55525954 1.27421240 1.58921536 0.00000000 0.00000000 1.73655744 0.00000000 1.76728855 1.53616367 2.30502882 0.00000000 0.16697524 0.09292355 0.32727624 0.17862514 2.53294942 2.54979910 0.58536642 1.36817728 2.45390664 1.94714396 0.20751700 0.00000000 1.16137442 0.00000000 0.00000000
   53 1.00000000 1.70927066 0.00000000 0.00000000 1.56088870 1.48433365 1.06574039 0.52768775 0.46684745 0.21403856 0.00000000 1.36038874 1.26542752 0.00000000 0.00000000 2.13993600 0.79323388 0.00000000 0.43923915 0.00000000 0.68879971 0.98979912 2.24281986 0.00000000 0.68727924 0.00000000 0.00000000 2.17881051 0.07591663 0.48137196 0.64245370 0.00000000 0.66682578 2.45191280 0.79682138 1.34891890 1.30147466 0.73461830 0.00000000 1.43522918 0.00000000 0.39549688 1.43022616 2.18154181 0.00063946 0.00000000 0.95981894 1.90916987 1.50488797 2.54222378 0.90545781 1.73537600 0.00000000 0.00000000 1.20681546 0.59660643 1.10187521 0.81928196 0.00000000 1.75550078 1.75544097 2.45920814 2.08937598 0.98472927 0.00000000 1.92142468 0.27975531 0.16797234 2.25417845 0.00000000 2.00984620 1.29380825 0.12370973 1.92721562 1.79332517 1.98801412 1.90342664 1.89821410 1.55918792 1.67506523 1.49525356 0.09424866 0.07715220 1.60979451 1.89646912 0.00000000 2.29158193 1.41736471 1.28249499 2.47698218 2.51717913 0.00000000 0.00000000 1.45297193 1.39688783 1.75051114 1.83531534 0.41957958 1.83775340 1.94949129
   54 1.00000000 0.78307776 1.27547001 1.28834392 0.00000000 0.56249219 0.00000000 0.00000000 0.20386587 2.08868955 0.55328774 0.00000000 0.00000000 1.37323362 0.00000000 0.44435535 1.99083584 2.10717743 1.50909111 2.25972275 1.37972022 1.43778666 0.00000000 0.00000000 0.14002232 0.75018536 0.43548205 1.68226597 1.55232488 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 2.42869531 0.81883289 0.17252233 0.29254518 0.63043195 0.31242015 0.00000000 2.00740575 1.01678509 0.11990189 0.00000000 0.08381017 1.93197965 0.00000000 1.88186598 2.20402391 2.46885785 0.05542203 0.00000000 2.08421599 1.71806047 0.00000000 0.94709479 2.59811815 0.00000000 2.27542721 2.03595082 2.29423708 1.02830127 0.24349410 1.77709857 2.16666134 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.93211472 0.49734349 0.00000000 0.00000000 0.60577070 0.00000000 1.64041975 2.33883058 0.00000000 1.01243818 1.85834937 0.73829632 2.37915798 1.33897932 0.00000000 0.45195365 1.10776458 0.80029369 1.06658508 2.32549976 1.32268517 2.42831850 0.00000000 0.00000000 0.56331987 0.97809856 1.38482493
   55 1.00000000 2.11996216 2.58938947 1.99739466 2.34122587 0.28058555 1.85916380 1.59070915 0.74194594 0.00000000 1.12882964 1.35515056 0.00000000 0.00000000 2.48328783 0.00000000 0.00000000 2.05545675 2.07522412 0.00000000 2.36546930 0.00000000 1.33195874 0.22633482 0.00000000 1.38041881 0.00000000 0.00000000 2.02815116 0.68040624 0.95716747 0.29869049 1.58579432 0.39894381 0.00000000 1.41952791 0.57603803 0.97098543 2.35113789 0.00000000 0.00000000 1.31299097 1.09823701 0.00000000 0.00000000 0.00000000 0.02019102 0.80369807 0.53259921 0.00000000 2.19632569 0.00000000 0.13666386 1.43614903 0.00000000 2.52945398 2.14923992 0.00000000 0.00000000 2.11981162 0.26775898 1.39900447 0.94822029 0.00000000 0.00000000 1.92360689 0.00000000 2.44726041 2.49791664 0.28221826 2.16695811 0.00000000 0.67335592 1.96060278 0.99542910 2.22406341 0.00000000 0.00000000 2.00513354 0.00000000 1.38993214 0.42744983 0.22070585 0.00000000 2.49805172 1.01765925 0.00000000 1.36432674 0.56857240 0.00000000 0.74860458 1.31115764 1.23114600 1.80809354 2.44328467 2.59838499 2.20011117 0.00000000 0.00000000 2.28658849
   56 1.00000000 1.14490591 0.85387033 2.03019900 1.81486889 1.46540010 0.00000000 2.02259473 0.86627389 1.28653410 0.25714621 1.71202366 0.00000000 0.27383356 2.49338964 2.14477183 2.24216648 0.00000000 2.62604371 2.16896590 0.00000000 0.89573563 2.52338245 0.42953815 0.00000000 0.00000000 0.00000000 1.05196415 0.76349947 0.45539780 2.34250542 0.15314443 1.00390594 0.72262623 2.38611235 1.01911202 0.00000000 0.00000000 1.29710676 0.65522896 0.00000000 0.00000000 1.90192837 0.02225364 2.54388401 0.14974370 2.62222653 1.78933039 0.60248336 0.59423929 0.96267925 2.40734866 2.57664544 1.37254627 0.10465999 0.42300587 0.69232100 1.93475100 0.78627510 1.45034159 1.87624577 1.44076601 0.00000000 0.00000000 2.25983930 0.84064121 0.00000000 0.00000000 0.00000000 1.15704326 0.00000000 1.75833999 0.00000000 1.76206315 0.00000000 1.25910472 0.71778434 1.18066629 0.23696590 1.71950192 0.14488415 1.37598363 1.88207763 0.85754037 0.82503242 0.88439513 2.27895106 0.00000000 2.25055879 0.25658060 1.69920416 0.55817394 0.00000000 1.36241845 0.18603037 0.00000000 2.19362533 1.62684947 2.28050317 0.00000000
   57 1.00000000 0.00000000 0.95458741 2.44593537 2.34201013 0.00000000 0.54686622 0.00000000 0.00000000 1.16795624 0.58136439 2.35978418 2.53288719 0.40810848 0.56599867 0.33869333 0.89080441 1.73380870 0.00000000 0.33341378 0.00000000 1.76494972 1.59728948 1.03700840 2.36089375 1.85304289 2.36740708 2.39062525 2.62003369 0.90856444 2.50884737 1.51156326 2.11747360 2.14412316 0.12307262 0.70781286 0.23961136 1.81013534 1.65063014 2.28363544 0.60975926 0.00000000 2.55735481 1.22466946 1.06819647 1.60100429 0.38836320 2.47181528 0.15648795 0.00000000 1.11123171 1.03498537 0.00000000 1.95808049 0.00000000 1.51410181 1.20280115 0.36051174 0.00000000 2.09857511 1.96848092 1.97344348 0.00000000 2.00019852 1.51073041 0.89454673 0.00000000 1.97062438 0.89195964 0.32029498 0.88803921 1.61327158 1.52231344 1.60654723 2.37029870 0.00000000 0.00000000 2.33162426 0.75641389 1.31380028 0.64810451 1.68367505 1.54181515 2.06743085 0.00000000 2.30880457 0.00000000 2.42624004 0.00000000 1.48930358 0.00000000 1.09286932 0.00000000 0.03283959 0.00000000 0.69493574 2.51420659 2.21956776 1.33822315 1.12580802
   58 1.00000000 2.44948555 2.33029596 1.02319231 1.60656712 1.37146800 0.47636332 1.56050587 0.98733889 2.33607085 0.24531695 0.00000000 0.79665245 0.00000000 1.58369305 0.00000000 0.62712687 0.00000000 1.09760679 1.29733599 1.21216672 1.70050031 2.47628260 0.78387292 1.48089605 0.62407711 1.95207206 1.03264603 1.32781005 0.95306702 0.45033642 0.00000000 1.26650160 1.72386585 2.50041524 1.34044177 0.15696774 2.65989223 2.10745865 1.04887996 0.54994576 0.80983297 0.00000000 0.70597448 1.81494026 1.09342868 1.33553976 0.89887036 2.15343438 0.00000000 1.43960032 0.00000000 1.11584152 0.00000000 0.83947465 0.00000000 0.00000000 1.39763234 2.11613083 2.00373713 0.00000000 0.00000000 0.00000000 0.08993844 1.22990081 2.38152867 0.00000000 0.00000000 0.00000000 0.31768222 1.80257742 1.86205619 0.94389917 0.00000000 0.36003684 0.00000000 1.15413527 2.02335204 0.77110466 0.00000000 0.70301255 1.37225472 0.71438148 0.00000000 1.87044782 1.05836527 1.38281083 1.00423705 1.18558334 0.00000000 2.34664794 1.27306242 0.00000000 0.00000000 1.78513138 0.00000000 2.54575627 0.50682278 0.19300120 1.28441508
   59 1.00000000 1.18264172 1.95644548 0.79275367 0.45918318 0.00000000 0.00000000 1.36447712 2.33328742 0.00000000 1.31023395 0.75811564 0.20428781 0.07370788 1.73100577 1.34172811 1.24224128 1.68287179 0.00000000 0.00000000 2.44230983 0.76538248 0.00000000 0.69404621 0.83344362 2.23492208 2.02098480 1.94987960 0.43729826 1.41684240 2.31504745 1.68925672 2.25158601 1.35136753 0.09645286 0.00000000 2.34301958 1.59522833 2.25577815 2.01897970 0.00000000 0.00000000 0.00000000 1.11680702 1.91049511 1.37355877 0.94248396 1.59334622 2.28040143 1.88148647 0.00000000 1.61563807 1.19455286 2.01392533 2.40043352 1.73380337 1.31082981 0.56471299 2.14644217 0.75774936 0.00000000 0.00000000 2.52987868 0.85951374 1.69648352 0.00000000 0.00000000 0.21257589 0.26479734 2.02923012 1.20546838 2.10025251 1.42606751 0.38151422 2.17538428 0.00000000 0.22475837 0.25576544 1.66660943 2.32182899 0.85191927 0.25491341 0.54685548 2.30749406 1.75571221 0.19758350 1.93528012 2.41220164 0.70465570 0.00000000 0.00000000 2.07861797 0.00000000 1.37669863 0.00000000 1.69269968 1.08473749 1.67521123 2.44244455 0.00000000
   60 1.00000000 0.50319970 0.00000000 0.01968404 0.00000000 0.00000000 0.43405312 0.00000000 2.39213477 0.31301833 1.36616062 2.48346561 1.28860967 0.69093528 0.00000000 2.40415914 2.56831134 1.03384090 0.00000000 2.48798054 0.00000000 0.00000000 1.57023208 0.43851606 0.21950392 1.63259980 1.44524928 0.00000000 1.64360743 2.51803913 0.77519249 2.48737654 0.00000000 0.41152319 1.72668384 2.53817887 0.00000000 1.47385810 0.00000000 0.70224383 1.68272115 0.00000000 1.19039799 2.15910330 0.00000000 2.28299939 1.15731786 0.56020618 0.11712427 0.16133022 2.29764601 0.63122417 1.41391954 0.00000000 1.82318669 1.68032705 0.48907927 2.20808816 2.06796662 0.15133103 2.41212407 1.68246241 1.38381564 2.38957335 0.39554228 0.00000000 2.58613381 0.39502629 0.00000000 0.42973745 2.36335079 0.00000000 0.00000000 1.79468819 0.00000000 1.65253960 1.55295312 1.77660222 1.73256686 0.00000000 1.45720854 1.28003168 1.61710350 0.15416453 0.00000000 2.23393815 2.11266880 1.08965443 0.00000000 0.00000000 0.00000000 0.00000000 0.77967689 1.84399061 0.06719777 0.00000000 1.66820344 1.97218444 1.13614690 0.13733848
   61 1.00000000 0.31126071 1.77320624 0.00000000 1.01441404 0.00000000 1.35593613 1.60201102 1.56788710 0.00000000 0.79148295 1.93475942 0.12564319 1.78281101 0.81428897 0.00000000 1.22021531 0.06885845 2.48136747 2.19515876 0.73518731 2.44226502 2.30707199 1.96287778 1.12133123 1.86510942 2.00250018 0.00000000 0.41491054 2.21729841 2.52220741 1.33629011 0.00000000 0.00000000 0.25237589 1.88446119 1.61708219 0.00000000 0.67338392 0.98998608 0.00000000 0.39125534 0.00000000 1.99518660 0.28326040 1.71339736 0.00000000 1.76817916 1.51054782 0.00000000 0.42887036 1.87857729 1.87980639 1.24052650 2.64258902 1.35834539 0.00000000 0.10867550 0.00000000 1.56599807 0.54182663 2.39525387 2.27621038 0.00000000 1.13321526 0.00000000 0.00000000 0.75111039 0.00000000 0.00000000 1.95382715 0.00000000 1.74516721 1.09455962 2.17782197 0.72080044 2.64405338 1.44326011 2.43663390 0.00000000 0.33412410 0.00000000 0.00000000 0.44435120 1.34337020 1.36864429 1.63633504 0.00000000 2.10492099 2.04105850 1.63486854 0.43961196 0.00000000 2.59250975 0.00000000 0.68285912 2.24647509 0.00000000 0.00000000 1.78858216
   62 1.00000000 1.66485785 1.06445986 2.36394770 2.10802738 0.86618069 0.00000000 1.19567408 1.52212816 1.84583543 1.54643040 1.19504075 0.00000000 0.00000000 2.11777806 2.38311482 0.00000000 0.16028315 0.43883901 0.00000000 0.00000000 1.26697546 2.07752018 0.00000000 1.67416933 0.66010648 2.02738772 0.00000000 0.64016104 2.01650777 1.95123493 0.00000000 0.30813434 1.92429784 0.00000000 0.58218130 1.90601620 1.55735912 0.87499055 2.55038935 0.52990657 2.04368389 0.48036900 0.74878758 1.69511843 2.42629159 0.42590685 0.00000000 0.00000000 1.60062128 1.11953005 0.11714951 0.61287226 0.94402427 1.37488872 2.58277804 0.16079973 0.00000000 0.00000000 1.32459356 2.07170720 2.56424413 2.52786154 2.03483710 1.40428270 0.05125797 2.30459550 0.00000000 1.48416839 2.66564665 1.22394422 2.02391273 2.09396527 0.38935296 1.71579079 0.00000000 0.67026082 0.51189442 1.22694503 1.23941899 0.00000000 1.60737837 2.16575393 0.90516433 0.00000000 2.05074583 0.00000000 0.00000000 0.03979939 1.17651269 0.35628925 1.19575846 0.46980459 0.00000000 1.86067155 0.09944445 0.00000000 0.00000000 1.16458929 0.40845851
   63 1.00000000 1.50691356 1.92864978 0.06264616 0.80615811 2.27080319 1.63065648 0.98027050 1.30217057 0.00000000 0.00000000 0.77986219 2.05747659 2.23213604 2.37887482 2.65934834 0.69575058 0.42988920 1.43225421 0.65172506 2.39982710 1.78089349 2.11511927 2.25149129 0.00000000 0.40825700 2.33578402 1.16409644 0.00000000 0.00000000 2.02688386 0.58895125 0.89548520 2.23275457 0.57285723 0.11637543 0.73940170 2.53246575 0.00000000 0.94325811 2.61175140 1.00094248 0.22247134 0.00000000 2.30278570 1.86492712 0.00000000 0.00000000 0.69707644 1.53949263 1.25073735 1.45199806 1.92770403 1.94639400 0.62552255 1.81755263 0.40489682 0.00000000 2.33707282 0.11272459 1.68495389 0.04101260 1.71546967 0.23493195 0.00000000 0.00000000 2.56294401 2.47759794 0.00000000 0.33290627 0.00000000 0.26898263 1.87347646 2.39878476 2.18142472 0.00000000 0.00000000 0.00000000 2.20421760 0.87650516 2.39537484 0.52709710 0.48410113 1.34143285 1.51791514 1.06948992 1.77580236 0.36050475 1.45628656 2.62550734 1.22679580 1.30804915 0.00000000 0.82546510 0.00000000 1.02140847 1.41765875 2.58010694 1.30118846 0.85961935
   64 1.00000000 1.91839399 0.97337094 0.04257621 0.00000000 0.00000000 1.09478960 2.31494507 0.00000000 2.65372095 0.00000000 0.32951695 1.34031963 0.00000000 0.00000000 0.21619757 0.31694790 1.87886545 1.38425483 0.00000000 0.11995036 2.59056456 1.68758872 1.35044340 1.32140236 0.99053317 2.31939575 0.37452260 0.00000000 0.27657277 0.00000000 2.28847691 1.66468741 2.10584647 0.79298755 1.89770712 2.49827590 2.45436261 0.27221035 1.87062360 2.05261178 0.38996569 0.33302164 1.59826280 0.32643663 0.44429653 2.39402122 1.53594671 1.98051748 2.40147462 0.98082768 0.00000000 0.00000000 0.68866590 0.00000000 0.00000000 0.00000000 0.00000000 2.05183723 0.75345381 2.33595671 0.00000000 0.13847944 0.00000000 1.29926619 1.13239283 1.82725606 2.20053620 2.09135846 1.02869991 1.72250941 0.00000000 1.10429378 0.00000000 1.43710202 0.00000000 0.00000000 0.00000000 1.74122122 1.61251732 0.25454395 0.75750731 1.09853072 0.16716865 0.29300452 0.01874303 0.09159246 2.16116020 0.00000000 0.66075035 2.12273637 0.24338709 0.00000000 1.94070645 2.22253523 2.37727546 1.64906289 0.83877233 0.64050051 0.00000000
   65 1.00000000 1.59672629 1.53991081 0.00000000 0.38729739 0.00000000 0.00000000 0.00000000 2.21808751 0.43161532 0.00000000 1.91474659 1.11504633 2.62347834 1.45591619 0.58806707 2.29034128 0.24719416 1.40240272 1.78574335 0.23928084 1.72161347 1.34646611 0.96942590 1.84932639 0.18368355 1.34874046 1.39213718 1.03289624 2.37074377 0.09858577 0.81939295 0.19648565 2.64146716 0.94250497 0.78170723 0.91599845 1.35244818 0.00000000 1.17543682 0.09963972 0.00000000 0.13123832 2.11721537 1.28033054 1.42897402 0.00000000 2.50737460 0.00000000 0.30300727 0.00000000 1.89148011 0.38890218 1.70272402 1.77924811 2.19350995 1.34873388 1.44467568 0.93059549 1.96660965 2.11932455 0.00000000 0.96719872 0.38769205 1.20370907 0.40069765 0.55600826 2.43934999 2.11677939 1.07247633 0.00000000 0.00000000 1.62108838 2.63241000 0.00000000 0.00000000 0.00000000 0.00000000 0.03002631 0.54168582 1.65915508 0.60782489 0.00000000 0.14931670 0.48340131 0.00000000 0.00000000 1.17816112 0.31032224 2.54027264 2.16992020 0.00000000 2.55937414 0.67220632 0.00000000 1.98600343 0.14554496 0.00000000 0.00000000 1.33395553
   66 1.00000000 1.83263534 1.88546678 0.91739475 2.52714454 2.19394157 0.68560802 1.66904056 2.12433706 1.94937284 1.84629476 2.07155798 1.98034074 0.78792578 1.02019055 2.07367685 1.24476799 1.11150195 0.00000000 2.09860360 2.01450325 0.81251335 0.55421456 1.73724622 0.00000000 1.25417909 0.80205006 2.50491106 1.35536230 0.39748456 2.54439154 2.48765933 0.64585077 2.40458156 1.28972774 1.51749756 0.00000000 1.94215277 2.38465762 0.00000000 0.00000000 1.71670654 0.07621508 1.59599805 0.00000000 0.36862015 1.09645840 1.17201238 1.84544130 0.00000000 0.42621514 2.18974079 0.00000000 0.00000000 0.00000000 2.29017227 2.57841918 0.00000000 0.48949801 0.00000000 0.44894972 1.50288384 0.01602114 0.69045459 2.23884074 0.00000000 0.00000000 1.93972466 0.53281477 1.45458424 0.41509297 1.50481755 0.21236310 0.13145606 0.00000000 1.69724911 0.00000000 1.07450823 1.90938817 1.30001729 0.61189947 0.37841411 0.89324183 0.11793831 1.78688910 0.00000000 2.08269497 0.00000000 0.00000000 0.00000000 2.54502349 1.08914278 0.07614428 0.00000000 1.63885762 0.00000000 1.10096948 0.00000000 0.46294187 0.21094430
   67 1.00000000 1.17305788 1.14373455 0.54902970 0.35455742 2.57459730 0.58123938 0.00000000 1.49210422 1.91323070 0.00000000 1.68777816 2.63509139 0.59814894 0.00000000 0.71453317 0.52308101 0.00000000 1.40235717 2.33065616 0.00000000 0.64516236 1.36661351 1.65818837 1.91851681 1.69375877 2.06626387 1.26438629 1.72122159 1.76739493 0.01991903 1.74412753 1.67988078 0.00000000 0.00000000 0.53885704 2.38452362 1.62256941 1.97005112 0.93640311 0.08423406 1.23730836 1.25246945 0.00000000 1.10149224 0.00000000 1.85867108 0.00000000 2.52897169 0.00000000 2.49958582 1.56905975 0.08970463 1.30655752 1.55317342 0.26098881 1.07962363 0.00000000 0.39701755 0.97886097 2.13462109 1.40660855 0.00000000 2.64813966 2.12957738 0.31268368 0.00000000 0.00000000 2.17430606 0.39115635 1.65868027 2.35524958 0.21317549 0.00000000 0.84162176 1.77659399 2.16382542 0.00000000 0.00000000 0.76090529 1.21629506 1.22568723 2.15617892 2.14854273 0.43909082 0.46289010 0.81875446 2.28708998 2.26148524 0.00000000 2.40118185 0.00000000 0.37567148 0.88512711 1.06390690 0.00000000 0.00000000 0.00000000 1.21722223 2.47263814
   68 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.87924915 0.87118359 1.30622512 1.75851532 1.12762801 0.00000000 0.00000000 0.92611723 2.53750277 0.43120243 0.00000000 0.00000000 2.42143158 2.48138915 1.49818092 2.22200178 0.00000000 0.54209940 0.85968569 0.63771275 0.00000000 1.96105194 1.15326931 2.56448380 0.96829359 0.99884605 1.23101335 0.00000000 0.80013367 0.41678060 1.58975500 0.00000000 0.01768140 1.92520766 0.85029638 0.00000000 0.00000000 2.34308617 0.57677088 2.23945286 1.97269521 1.91122293 1.68370241 0.08143527 1.97647676 0.58141500 0.95006949 2.47715378 0.75655414 1.84232048 0.00000000 0.31054495 1.10095505 1.48539384 0.09308228 0.58602445 1.93101752 0.00398266 0.10268702 0.37078917 2.11611450 1.76154248 0.26301224 1.47539972 2.24266056 0.00000000 0.00000000 0.00000000 0.00000000 0.74237947 1.29135873 2.28123270 0.00000000 0.00000000 0.56425950 1.72904805 0.00000000 1.77417584 2.60675559 0.00000000 0.00000000 2.48270618 2.00356665 0.00000000 1.00443291 0.00000000 0.48074672 0.00000000 0.00000000 0.01634335 0.89480906 0.10761107 0.00000000 0.92669254 0.72267541
   69 1.00000000 1.38221600 0.92673824 0.00000000 0.44377687 0.67913180 0.27397485 2.18915357 1.73255936 0.09154341 0.00000000 0.63570789 0.81307786 0.87885358 0.45095229 0.29145275 1.17698545 0.72923283 0.13997123 0.00000000 2.16725638 0.00000000 1.51957435 0.71098843 1.45417424 0.76660569 0.00000000 1.82888178 1.93559823 2.17339795 0.00000000 2.57625886 2.36545291 1.96368081 0.00000000 0.72428674 0.99357328 0.00000000 2.50758385 0.40126830 2.65893755 1.08281995 2.29820123 1.03811319 1.58602742 2.39417221 2.45250823 1.56958318 0.00000000 0.00000000 0.53729920 0.00468485 0.00000000 1.60856418 0.76373901 0.00000000 0.00000000 0.75051939 1.70405636 2.05210298 0.61926885 2.45827074 0.77289451 0.01627550 0.00000000 1.27511479 0.34014926 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.21559497 0.20281364 0.00000000 0.00000000 2.29763241 0.00000000 1.12471681 0.94119847 0.60041998 1.08449881 0.00000000 1.58966696 2.17678819 0.00000000 0.00000000 0.00000000 1.38381993 0.00310329 0.89648643 1.41192265 1.35813213 0.00000000 1.52569591 0.35616347 0.00000000 1.01004953 1.46059650 2.18613357
   70 1.00000000 2.51854592 0.00000000 0.48371702 1.13469605 0.00000000 0.10773806 0.00000000 0.00000000 0.00000000 0.48877893 2.10266523 0.00000000 1.23020158 0.00000000 1.20091615 0.30150669 2.35423078 0.19876641 0.00000000 1.20505489 0.49974501 0.05533006 2.36990184 2.59879359 2.00674702 0.00000000 0.00000000 1.31464378 0.31106482 0.00000000 1.80863738 2.15818552 0.59183370 0.00000000 2.53046603 2.21651111 1.14636836 1.35780162 0.00000000 2.00712029 0.00000000 1.44933983 2.18066394 1.99823130 0.18850366 2.34703120 1.98733234 1.35561212 2.33779136 0.19099736 0.00000000 1.48305600 1.85705970 1.87855722 1.71751726 1.24107945 0.00000000 0.18311703 1.76090939 0.41990744 1.12693253 2.06744715 1.57564042 0.00000000 0.61013194 2.61846575 1.46987015 0.00000000 1.53651165 2.28810720 2.39471611 1.80164629 1.39326113 0.44242310 0.00000000 2.25053191 0.00000000 1.51263408 2.30833200 0.00000000 0.00000000 1.64165117 0.00000000 2.30745118 0.07709658 1.92280238 1.95305553 2.12848067 0.00000000 1.02031943 0.27379112 0.50515256 1.53149400 1.37362079 1.89769692 0.55631050 0.11006151 0.60244534 0.58616532
